sep=';'
duration, ns;size;Container type;Optional message
71333;100000;deque;
2552459;100000;list;
141792;200000;deque;
5137584;200000;list;
215042;300000;deque;
7610083;300000;list;
308167;400000;deque;
10116958;400000;list;
364208;500000;deque;
12564583;500000;list;
427583;600000;deque;
15043667;600000;list;
492250;700000;deque;
17807291;700000;list;
566375;800000;deque;
20148000;800000;list;
637500;900000;deque;
22707375;900000;list;
709000;1000000;deque;
25219041;1000000;list;
