sep=';'
duration, ns;size;Container type;Optional message
54000;100000;deque;
2548167;100000;list;
107625;200000;deque;
4955833;200000;list;
161292;300000;deque;
7754625;300000;list;
215125;400000;deque;
10076083;400000;list;
270542;500000;deque;
12556334;500000;list;
321417;600000;deque;
15208916;600000;list;
375375;700000;deque;
17730333;700000;list;
431542;800000;deque;
20199625;800000;list;
485542;900000;deque;
22660625;900000;list;
536375;1000000;deque;
25141375;1000000;list;
