sep=';'
duration, ns;size;Container type;Optional message
60916;100000;deque;
2725666;100000;list;
121959;200000;deque;
5079625;200000;list;
182958;300000;deque;
7547542;300000;list;
250458;400000;deque;
10016959;400000;list;
307875;500000;deque;
12580417;500000;list;
376208;600000;deque;
15178583;600000;list;
430584;700000;deque;
17855500;700000;list;
556583;800000;deque;
22483084;800000;list;
724709;900000;deque;
32096833;900000;list;
633333;1000000;deque;
25203291;1000000;list;
