sep=';'
duration, ns;size;Container type;Optional message
354125;100000;deque;
2081291;100000;list;
739333;200000;deque;
4457125;200000;list;
1042167;300000;deque;
6963792;300000;list;
1384291;400000;deque;
9205375;400000;list;
1762500;500000;deque;
12134667;500000;list;
2084792;600000;deque;
14419834;600000;list;
2520500;700000;deque;
16422042;700000;list;
2829708;800000;deque;
19889750;800000;list;
3179334;900000;deque;
22074250;900000;list;
3442334;1000000;deque;
25056375;1000000;list;
