sep=';'
duration, ns;size;Container type;Optional message
355500;100000;deque;
2127375;100000;list;
710958;200000;deque;
4637750;200000;list;
1123584;300000;deque;
6642541;300000;list;
1458417;400000;deque;
9582958;400000;list;
1809792;500000;deque;
10965750;500000;list;
2261209;600000;deque;
15053500;600000;list;
2588416;700000;deque;
15270792;700000;list;
2841333;800000;deque;
19125500;800000;list;
3327584;900000;deque;
22149416;900000;list;
3584625;1000000;deque;
24079833;1000000;list;
